Week,Day,Concept,Task,Level,Confidence,Completed,Instructions
1,4,CSS,Styling the worlds first website,Beginner,0-7,TRUE,Update CONFIDENCE column. Change COMPLETED column to TRUE. http://127.0.0.1:5500/user/week01/exercises/day04/cern/index.html.
